Timestamp,Device Name,Source IP,Destination IP,Traffic Volume (MB/s),Latency (ms),Bandwidth Allocated (MB/s),Bandwidth Used (MB/s),Congestion Flag,Log Text
2024-04-20 16:00:00,Router_C,192.168.1.248,192.168.2.136,79.6,12.44,100,78.57,No,Normal operation
2024-04-20 17:00:00,Router_C,192.168.1.236,192.168.2.57,19.35,15.63,100,40.26,Yes,"Congestion detected, high utilization"
2024-04-20 18:00:00,Router_C,192.168.1.177,192.168.2.37,60.26,40.87,100,61.62,No,Normal operation
2024-04-20 19:00:00,Router_C,192.168.1.22,192.168.2.183,55.71,58.28,100,58.02,No,Normal operation
2024-04-20 20:00:00,Router_C,192.168.1.38,192.168.2.185,92.47,52.38,100,90.79,No,Normal operation
2024-04-20 21:00:00,Router_C,192.168.1.58,192.168.2.136,30.06,30.8,100,30.8,No,Normal operation
2024-04-20 22:00:00,Router_C,192.168.1.235,192.168.2.3,9.27,54.04,100,17.11,Yes,"High utilization, nearing bandwidth limit"
2024-04-20 23:00:00,Router_C,192.168.1.122,192.168.2.101,31.73,47.87,100,29.44,No,Normal operation
2024-04-21 00:00:00,Router_C,192.168.1.36,192.168.2.94,20.85,56.77,100,21.51,No,Normal operation
2024-04-21 01:00:00,Router_C,192.168.1.200,192.168.2.193,46.05,31.86,100,41.83,No,Normal operation
2024-04-21 02:00:00,Router_C,192.168.1.36,192.168.2.116,16.32,43.26,100,18.88,No,Normal operation
2024-04-21 03:00:00,Router_C,192.168.1.201,192.168.2.111,86.47,14.37,100,82.39,No,Normal operation
2024-04-21 04:00:00,Router_C,192.168.1.142,192.168.2.42,63.03,25.65,100,67.88,No,Normal operation
2024-04-21 05:00:00,Router_C,192.168.1.41,192.168.2.169,72.96,41.75,100,96.97,Yes,"Congestion detected, high utilization"
2024-04-21 06:00:00,Router_C,192.168.1.144,192.168.2.12,15.65,44.54,100,27.82,Yes,"Congestion detected, high utilization"
2024-04-21 07:00:00,Router_C,192.168.1.175,192.168.2.50,67.45,31.26,100,64.94,No,Normal operation
2024-04-21 08:00:00,Router_C,192.168.1.196,192.168.2.162,44.92,54.1,100,48.09,No,Normal operation
2024-04-21 09:00:00,Router_C,192.168.1.201,192.168.2.226,97.63,14.16,100,96.27,No,Normal operation
2024-04-21 10:00:00,Router_C,192.168.1.179,192.168.2.31,42.89,50.89,100,59.29,Yes,"Congestion detected, high utilization"
2024-04-21 11:00:00,Router_C,192.168.1.137,192.168.2.249,23.55,52.34,100,26.46,No,Normal operation
2024-04-21 12:00:00,Router_C,192.168.1.65,192.168.2.132,38.65,40.5,100,38.25,No,Normal operation
2024-04-21 13:00:00,Router_C,192.168.1.122,192.168.2.128,66.76,49.55,100,67.16,No,Normal operation
2024-04-21 14:00:00,Router_C,192.168.1.13,192.168.2.106,93.19,14.69,100,100.0,Yes,"High utilization, nearing bandwidth limit"
2024-04-21 15:00:00,Router_C,192.168.1.195,192.168.2.231,99.92,14.65,100,100.0,No,Normal operation
2024-04-21 16:00:00,Router_C,192.168.1.144,192.168.2.214,59.55,20.95,100,61.05,No,Normal operation
2024-04-21 17:00:00,Router_C,192.168.1.25,192.168.2.148,52.37,30.75,100,48.12,No,Normal operation
2024-04-21 18:00:00,Router_C,192.168.1.63,192.168.2.15,90.42,54.64,100,100.0,Yes,"Congestion detected, high utilization"
2024-04-21 19:00:00,Router_C,192.168.1.205,192.168.2.194,55.59,57.26,100,66.42,Yes,"High utilization, nearing bandwidth limit"
2024-04-21 20:00:00,Router_C,192.168.1.199,192.168.2.107,80.26,10.02,100,77.29,No,Normal operation
2024-04-21 21:00:00,Router_C,192.168.1.209,192.168.2.160,95.8,25.01,100,95.09,No,Normal operation
2024-04-21 22:00:00,Router_C,192.168.1.179,192.168.2.57,12.87,20.41,100,12.01,No,Normal operation
2024-04-21 23:00:00,Router_C,192.168.1.10,192.168.2.7,33.38,27.34,100,45.17,Yes,"High utilization, nearing bandwidth limit"
2024-04-22 00:00:00,Router_C,192.168.1.224,192.168.2.25,43.82,51.04,100,47.85,No,Normal operation
2024-04-22 01:00:00,Router_C,192.168.1.33,192.168.2.135,59.38,30.89,100,60.53,No,Normal operation
2024-04-22 02:00:00,Router_C,192.168.1.1,192.168.2.31,58.65,56.57,100,101.45,Yes,"Outage, bandwidth exceeded, packet loss"
2024-04-22 03:00:00,Router_C,192.168.1.73,192.168.2.169,60.54,58.34,100,58.63,No,Normal operation
2024-04-22 04:00:00,Router_C,192.168.1.38,192.168.2.187,76.21,27.28,100,75.47,No,Normal operation
2024-04-22 05:00:00,Router_C,192.168.1.54,192.168.2.56,60.65,11.31,100,56.72,No,Normal operation
2024-04-22 06:00:00,Router_C,192.168.1.195,192.168.2.145,85.77,47.65,100,88.08,No,Normal operation
2024-04-22 07:00:00,Router_C,192.168.1.175,192.168.2.137,79.35,38.45,100,83.76,No,Normal operation
2024-04-22 08:00:00,Router_C,192.168.1.208,192.168.2.196,24.85,23.34,100,27.27,No,Normal operation
2024-04-22 09:00:00,Router_C,192.168.1.187,192.168.2.227,6.05,47.17,100,7.9,No,Normal operation
2024-04-22 10:00:00,Router_C,192.168.1.57,192.168.2.122,66.42,47.89,100,64.3,No,Normal operation
2024-04-22 11:00:00,Router_C,192.168.1.111,192.168.2.214,74.44,15.89,100,74.77,No,Normal operation
2024-04-22 12:00:00,Router_C,192.168.1.74,192.168.2.164,58.8,22.57,100,66.65,Yes,"High utilization, nearing bandwidth limit"
2024-04-22 13:00:00,Router_C,192.168.1.181,192.168.2.53,19.89,10.51,100,28.53,Yes,"High utilization, nearing bandwidth limit"
2024-04-22 14:00:00,Router_C,192.168.1.139,192.168.2.155,61.34,20.34,100,78.72,Yes,"Congestion detected, high utilization"
2024-04-22 15:00:00,Router_C,192.168.1.25,192.168.2.202,81.2,26.79,100,84.09,No,Normal operation
2024-04-22 16:00:00,Router_C,192.168.1.100,192.168.2.245,45.42,47.26,100,46.27,No,Normal operation
2024-04-22 17:00:00,Router_C,192.168.1.231,192.168.2.110,98.5,25.35,100,95.8,No,Normal operation
2024-04-22 18:00:00,Router_C,192.168.1.120,192.168.2.243,37.35,54.73,100,37.91,No,Normal operation
2024-04-22 19:00:00,Router_C,192.168.1.188,192.168.2.138,73.76,45.19,100,85.46,Yes,"High utilization, nearing bandwidth limit"
2024-04-22 20:00:00,Router_C,192.168.1.135,192.168.2.213,31.03,30.26,100,34.4,No,Normal operation
2024-04-22 21:00:00,Router_C,192.168.1.241,192.168.2.180,92.21,11.31,100,94.84,No,Normal operation
2024-04-22 22:00:00,Router_C,192.168.1.224,192.168.2.213,76.67,19.71,100,79.85,No,Normal operation
2024-04-22 23:00:00,Router_C,192.168.1.93,192.168.2.21,46.92,26.32,100,45.28,No,Normal operation
2024-04-23 00:00:00,Router_C,192.168.1.110,192.168.2.140,31.59,58.98,100,42.51,Yes,"Congestion detected, high utilization"
2024-04-23 01:00:00,Router_C,192.168.1.26,192.168.2.109,84.37,48.66,100,93.05,Yes,"Congestion detected, high utilization"
2024-04-23 02:00:00,Router_C,192.168.1.131,192.168.2.208,47.14,13.65,100,104.89,Yes,"Outage, bandwidth exceeded, packet loss"
2024-04-23 03:00:00,Router_C,192.168.1.131,192.168.2.238,46.2,23.82,100,46.76,No,Normal operation
2024-04-23 04:00:00,Router_C,192.168.1.34,192.168.2.71,79.41,58.19,100,74.44,No,Normal operation
2024-04-23 05:00:00,Router_C,192.168.1.173,192.168.2.82,46.45,54.12,100,44.9,No,Normal operation
2024-04-23 06:00:00,Router_C,192.168.1.144,192.168.2.213,48.72,56.44,100,57.79,Yes,"Congestion detected, high utilization"
2024-04-23 07:00:00,Router_C,192.168.1.180,192.168.2.200,30.05,15.25,100,27.94,No,Normal operation
2024-04-23 08:00:00,Router_C,192.168.1.227,192.168.2.158,68.66,42.27,100,71.48,No,Normal operation
2024-04-23 09:00:00,Router_C,192.168.1.231,192.168.2.253,43.12,38.94,100,47.94,No,Normal operation
2024-04-23 10:00:00,Router_C,192.168.1.237,192.168.2.131,79.92,17.71,100,79.42,No,Normal operation
2024-04-23 11:00:00,Router_C,192.168.1.172,192.168.2.205,7.46,49.15,100,8.3,No,Normal operation
2024-04-23 12:00:00,Router_C,192.168.1.146,192.168.2.213,41.59,26.48,100,41.42,No,Normal operation
2024-04-23 13:00:00,Router_C,192.168.1.136,192.168.2.176,28.97,32.46,100,28.6,No,Normal operation
2024-04-23 14:00:00,Router_C,192.168.1.117,192.168.2.182,5.19,11.66,100,8.04,No,Normal operation
2024-04-23 15:00:00,Router_C,192.168.1.115,192.168.2.68,22.52,57.9,100,25.01,No,Normal operation
2024-04-23 16:00:00,Router_C,192.168.1.2,192.168.2.24,9.38,11.09,100,14.19,No,Normal operation
2024-04-23 17:00:00,Router_C,192.168.1.48,192.168.2.53,36.04,22.74,100,33.03,No,Normal operation
2024-04-23 18:00:00,Router_C,192.168.1.244,192.168.2.8,99.06,51.92,100,100.0,No,Normal operation
2024-04-23 19:00:00,Router_C,192.168.1.45,192.168.2.254,34.77,54.07,100,31.56,No,Normal operation
2024-04-23 20:00:00,Router_C,192.168.1.241,192.168.2.186,99.09,21.88,100,100.0,Yes,"Congestion detected, high utilization"
2024-04-23 21:00:00,Router_C,192.168.1.80,192.168.2.76,99.93,40.99,100,98.19,No,Normal operation
2024-04-23 22:00:00,Router_C,192.168.1.125,192.168.2.56,50.41,14.59,100,50.07,No,Normal operation
2024-04-23 23:00:00,Router_C,192.168.1.99,192.168.2.74,61.97,21.1,100,63.05,No,Normal operation
2024-04-24 00:00:00,Router_C,192.168.1.45,192.168.2.192,37.54,56.86,100,40.29,No,Normal operation
2024-04-24 01:00:00,Router_C,192.168.1.43,192.168.2.181,46.36,37.65,100,46.26,No,Normal operation
2024-04-24 02:00:00,Router_C,192.168.1.213,192.168.2.253,58.11,26.71,100,55.85,No,Normal operation
2024-04-24 03:00:00,Router_C,192.168.1.151,192.168.2.4,13.9,57.53,100,17.7,No,Normal operation
2024-04-24 04:00:00,Router_C,192.168.1.1,192.168.2.135,76.32,55.36,100,82.75,Yes,"High utilization, nearing bandwidth limit"
2024-04-24 05:00:00,Router_C,192.168.1.4,192.168.2.145,67.8,18.0,100,64.45,No,Normal operation
2024-04-24 06:00:00,Router_C,192.168.1.70,192.168.2.222,82.96,11.18,100,80.64,No,Normal operation
2024-04-24 07:00:00,Router_C,192.168.1.123,192.168.2.116,30.16,28.71,100,26.57,No,Normal operation
2024-04-24 08:00:00,Router_C,192.168.1.180,192.168.2.163,12.76,10.21,100,22.36,Yes,"Congestion detected, high utilization"
2024-04-24 09:00:00,Router_C,192.168.1.52,192.168.2.250,62.47,26.05,100,64.15,No,Normal operation
2024-04-24 10:00:00,Router_C,192.168.1.26,192.168.2.114,24.7,59.98,100,19.82,No,Normal operation
2024-04-24 11:00:00,Router_C,192.168.1.27,192.168.2.204,75.01,48.48,100,88.1,Yes,"High utilization, nearing bandwidth limit"
2024-04-24 12:00:00,Router_C,192.168.1.189,192.168.2.91,58.7,11.65,100,56.42,No,Normal operation
2024-04-24 13:00:00,Router_C,192.168.1.158,192.168.2.109,85.62,48.8,100,81.37,No,Normal operation
2024-04-24 14:00:00,Router_C,192.168.1.102,192.168.2.62,18.42,29.47,100,30.83,Yes,"High utilization, nearing bandwidth limit"
2024-04-24 15:00:00,Router_C,192.168.1.108,192.168.2.144,20.57,29.81,100,39.17,Yes,"High utilization, nearing bandwidth limit"
2024-04-24 16:00:00,Router_C,192.168.1.78,192.168.2.58,78.74,12.97,100,80.8,No,Normal operation
2024-04-24 17:00:00,Router_C,192.168.1.52,192.168.2.47,61.21,10.95,100,65.43,No,Normal operation
2024-04-24 18:00:00,Router_C,192.168.1.161,192.168.2.168,6.11,17.9,100,9.91,No,Normal operation
2024-04-24 19:00:00,Router_C,192.168.1.223,192.168.2.222,96.47,54.65,100,95.44,No,Normal operation
2024-04-24 20:00:00,Router_C,192.168.1.11,192.168.2.243,67.84,23.75,100,64.06,No,Normal operation
2024-04-24 21:00:00,Router_C,192.168.1.103,192.168.2.6,97.7,41.85,100,94.42,No,Normal operation
2024-04-24 22:00:00,Router_C,192.168.1.189,192.168.2.112,74.78,52.56,100,69.85,No,Normal operation
2024-04-24 23:00:00,Router_C,192.168.1.78,192.168.2.214,49.09,45.35,100,65.43,Yes,"Congestion detected, high utilization"
2024-04-25 00:00:00,Router_C,192.168.1.16,192.168.2.28,99.62,42.65,100,95.49,No,Normal operation
2024-04-25 01:00:00,Router_C,192.168.1.237,192.168.2.44,8.19,33.89,100,9.04,No,Normal operation
2024-04-25 02:00:00,Router_C,192.168.1.71,192.168.2.169,36.37,43.9,100,40.17,No,Normal operation
2024-04-25 03:00:00,Router_C,192.168.1.147,192.168.2.3,67.11,38.89,100,71.38,No,Normal operation
2024-04-25 04:00:00,Router_C,192.168.1.79,192.168.2.229,97.11,32.32,100,98.75,No,Normal operation
2024-04-25 05:00:00,Router_C,192.168.1.122,192.168.2.197,6.19,59.47,100,4.7,No,Normal operation
2024-04-25 06:00:00,Router_C,192.168.1.34,192.168.2.91,97.09,40.33,100,104.67,Yes,"Outage, bandwidth exceeded, packet loss"
2024-04-25 07:00:00,Router_C,192.168.1.246,192.168.2.84,93.47,54.22,100,90.31,No,Normal operation
2024-04-25 08:00:00,Router_C,192.168.1.104,192.168.2.182,37.06,44.93,100,36.88,No,Normal operation
2024-04-25 09:00:00,Router_C,192.168.1.105,192.168.2.227,23.24,43.13,100,21.86,No,Normal operation
2024-04-25 10:00:00,Router_C,192.168.1.150,192.168.2.30,98.8,22.06,100,100.0,Yes,"Congestion detected, high utilization"
2024-04-25 11:00:00,Router_C,192.168.1.65,192.168.2.53,47.92,41.38,100,45.81,No,Normal operation
2024-04-25 12:00:00,Router_C,192.168.1.27,192.168.2.67,11.07,54.14,100,14.9,No,Normal operation
2024-04-25 13:00:00,Router_C,192.168.1.212,192.168.2.143,76.91,24.28,100,72.76,No,Normal operation
2024-04-25 14:00:00,Router_C,192.168.1.134,192.168.2.154,26.25,17.52,100,33.94,Yes,"High utilization, nearing bandwidth limit"
2024-04-25 15:00:00,Router_C,192.168.1.153,192.168.2.188,81.53,42.61,100,101.82,Yes,"Outage, bandwidth exceeded, packet loss"
2024-04-25 16:00:00,Router_C,192.168.1.139,192.168.2.67,50.45,38.93,100,47.05,No,Normal operation
2024-04-25 17:00:00,Router_C,192.168.1.184,192.168.2.205,61.18,45.68,100,59.46,No,Normal operation
2024-04-25 18:00:00,Router_C,192.168.1.59,192.168.2.58,37.19,32.52,100,40.54,No,Normal operation
2024-04-25 19:00:00,Router_C,192.168.1.113,192.168.2.209,94.69,54.71,100,101.02,Yes,"Outage, bandwidth exceeded, packet loss"
2024-04-25 20:00:00,Router_C,192.168.1.72,192.168.2.99,41.95,23.54,100,44.54,No,Normal operation
2024-04-25 21:00:00,Router_C,192.168.1.62,192.168.2.157,18.59,35.79,100,104.39,Yes,"Outage, bandwidth exceeded, packet loss"
2024-04-25 22:00:00,Router_C,192.168.1.9,192.168.2.199,28.73,41.15,100,27.78,No,Normal operation
2024-04-25 23:00:00,Router_C,192.168.1.175,192.168.2.196,96.19,15.01,100,91.35,No,Normal operation
2024-04-26 00:00:00,Router_C,192.168.1.239,192.168.2.172,78.11,52.26,100,81.45,No,Normal operation
2024-04-26 01:00:00,Router_C,192.168.1.160,192.168.2.246,20.48,16.98,100,15.51,No,Normal operation
2024-04-26 02:00:00,Router_C,192.168.1.160,192.168.2.191,90.05,54.59,100,86.73,No,Normal operation
2024-04-26 03:00:00,Router_C,192.168.1.160,192.168.2.119,9.74,38.77,100,101.53,Yes,"Outage, bandwidth exceeded, packet loss"
2024-04-26 04:00:00,Router_C,192.168.1.218,192.168.2.17,35.47,26.74,100,40.34,No,Normal operation
2024-04-26 05:00:00,Router_C,192.168.1.43,192.168.2.141,24.03,56.34,100,23.22,No,Normal operation
2024-04-26 06:00:00,Router_C,192.168.1.29,192.168.2.202,25.13,38.1,100,21.64,No,Normal operation
2024-04-26 07:00:00,Router_C,192.168.1.238,192.168.2.40,90.59,28.6,100,92.1,No,Normal operation
2024-04-26 08:00:00,Router_C,192.168.1.115,192.168.2.184,79.82,18.33,100,80.75,No,Normal operation
2024-04-26 09:00:00,Router_C,192.168.1.125,192.168.2.184,15.98,49.09,100,12.42,No,Normal operation
2024-04-26 10:00:00,Router_C,192.168.1.58,192.168.2.241,25.85,54.24,100,29.57,No,Normal operation
2024-04-26 11:00:00,Router_C,192.168.1.170,192.168.2.102,72.72,42.59,100,75.46,No,Normal operation
2024-04-26 12:00:00,Router_C,192.168.1.239,192.168.2.164,71.9,25.69,100,80.83,Yes,"High utilization, nearing bandwidth limit"
2024-04-26 13:00:00,Router_C,192.168.1.41,192.168.2.46,66.11,55.06,100,61.15,No,Normal operation
2024-04-26 14:00:00,Router_C,192.168.1.195,192.168.2.176,26.0,38.61,100,27.71,No,Normal operation
2024-04-26 15:00:00,Router_C,192.168.1.116,192.168.2.183,60.78,16.62,100,62.48,No,Normal operation
2024-04-26 16:00:00,Router_C,192.168.1.83,192.168.2.35,68.11,30.82,100,68.89,No,Normal operation
2024-04-26 17:00:00,Router_C,192.168.1.49,192.168.2.254,69.69,19.96,100,69.47,No,Normal operation
2024-04-26 18:00:00,Router_C,192.168.1.57,192.168.2.206,38.54,59.81,100,38.9,No,Normal operation
2024-04-26 19:00:00,Router_C,192.168.1.148,192.168.2.200,66.01,47.43,100,64.16,No,Normal operation
2024-04-26 20:00:00,Router_C,192.168.1.25,192.168.2.155,65.24,29.64,100,68.04,No,Normal operation
2024-04-26 21:00:00,Router_C,192.168.1.190,192.168.2.128,27.99,17.29,100,34.51,Yes,"High utilization, nearing bandwidth limit"
2024-04-26 22:00:00,Router_C,192.168.1.218,192.168.2.184,82.95,43.89,100,87.37,No,Normal operation
2024-04-26 23:00:00,Router_C,192.168.1.34,192.168.2.22,36.47,21.02,100,102.42,Yes,"Outage, bandwidth exceeded, packet loss"
2024-04-27 00:00:00,Router_C,192.168.1.21,192.168.2.74,60.17,28.85,100,59.05,No,Normal operation
2024-04-27 01:00:00,Router_C,192.168.1.174,192.168.2.99,43.01,41.67,100,40.91,No,Normal operation
2024-04-27 02:00:00,Router_C,192.168.1.22,192.168.2.68,77.62,46.43,100,93.06,Yes,"High utilization, nearing bandwidth limit"
2024-04-27 03:00:00,Router_C,192.168.1.88,192.168.2.201,57.6,45.14,100,101.85,Yes,"Outage, bandwidth exceeded, packet loss"
2024-04-27 04:00:00,Router_C,192.168.1.2,192.168.2.248,10.69,11.08,100,10.72,No,Normal operation
2024-04-27 05:00:00,Router_C,192.168.1.121,192.168.2.187,35.4,14.71,100,101.68,Yes,"Outage, bandwidth exceeded, packet loss"
2024-04-27 06:00:00,Router_C,192.168.1.225,192.168.2.29,15.95,44.35,100,14.29,No,Normal operation
2024-04-27 07:00:00,Router_C,192.168.1.112,192.168.2.48,64.93,32.12,100,63.0,No,Normal operation
2024-04-27 08:00:00,Router_C,192.168.1.32,192.168.2.144,26.93,49.56,100,29.54,No,Normal operation
2024-04-27 09:00:00,Router_C,192.168.1.222,192.168.2.238,49.94,14.47,100,102.33,Yes,"Outage, bandwidth exceeded, packet loss"
2024-04-27 10:00:00,Router_C,192.168.1.204,192.168.2.82,17.46,23.74,100,19.86,No,Normal operation
2024-04-27 11:00:00,Router_C,192.168.1.145,192.168.2.50,55.7,16.37,100,56.86,No,Normal operation
2024-04-27 12:00:00,Router_C,192.168.1.14,192.168.2.77,64.83,22.92,100,76.46,Yes,"Congestion detected, high utilization"
2024-04-27 13:00:00,Router_C,192.168.1.152,192.168.2.226,86.58,17.65,100,87.11,No,Normal operation
2024-04-27 14:00:00,Router_C,192.168.1.141,192.168.2.37,79.88,51.56,100,79.19,No,Normal operation
2024-04-27 15:00:00,Router_C,192.168.1.214,192.168.2.130,85.11,49.82,100,83.96,No,Normal operation
2024-04-27 16:00:00,Router_C,192.168.1.72,192.168.2.121,66.05,38.45,100,80.88,Yes,"Congestion detected, high utilization"
2024-04-27 17:00:00,Router_C,192.168.1.98,192.168.2.149,31.35,52.84,100,27.48,No,Normal operation
2024-04-27 18:00:00,Router_C,192.168.1.158,192.168.2.222,67.96,16.31,100,72.47,No,Normal operation
2024-04-27 19:00:00,Router_C,192.168.1.89,192.168.2.48,93.35,22.69,100,98.14,No,Normal operation
2024-04-27 20:00:00,Router_C,192.168.1.32,192.168.2.162,91.85,45.71,100,100.0,Yes,"High utilization, nearing bandwidth limit"
2024-04-27 21:00:00,Router_C,192.168.1.201,192.168.2.97,42.96,47.28,100,45.75,No,Normal operation
2024-04-27 22:00:00,Router_C,192.168.1.131,192.168.2.44,13.3,15.92,100,104.55,Yes,"Outage, bandwidth exceeded, packet loss"
2024-04-27 23:00:00,Router_C,192.168.1.215,192.168.2.83,63.12,35.73,100,64.75,No,Normal operation
2024-04-28 00:00:00,Router_C,192.168.1.217,192.168.2.93,66.95,41.32,100,103.72,Yes,"Outage, bandwidth exceeded, packet loss"
2024-04-28 01:00:00,Router_C,192.168.1.212,192.168.2.60,71.86,35.27,100,81.5,Yes,"High utilization, nearing bandwidth limit"
2024-04-28 02:00:00,Router_C,192.168.1.199,192.168.2.137,82.6,41.64,100,83.68,No,Normal operation
2024-04-28 03:00:00,Router_C,192.168.1.210,192.168.2.46,44.17,29.37,100,61.19,Yes,"High utilization, nearing bandwidth limit"
2024-04-28 04:00:00,Router_C,192.168.1.215,192.168.2.246,48.5,52.41,100,47.82,No,Normal operation
2024-04-28 05:00:00,Router_C,192.168.1.31,192.168.2.17,44.09,30.93,100,46.18,No,Normal operation
2024-04-28 06:00:00,Router_C,192.168.1.160,192.168.2.106,62.01,46.89,100,66.73,No,Normal operation
2024-04-28 07:00:00,Router_C,192.168.1.43,192.168.2.44,71.53,25.42,100,81.94,Yes,"High utilization, nearing bandwidth limit"
2024-04-28 08:00:00,Router_C,192.168.1.105,192.168.2.233,23.75,13.51,100,20.53,No,Normal operation
2024-04-28 09:00:00,Router_C,192.168.1.236,192.168.2.105,27.79,32.49,100,23.87,No,Normal operation
2024-04-28 10:00:00,Router_C,192.168.1.185,192.168.2.195,9.81,58.93,100,7.54,No,Normal operation
2024-04-28 11:00:00,Router_C,192.168.1.80,192.168.2.254,71.54,18.86,100,73.52,No,Normal operation
2024-04-28 12:00:00,Router_C,192.168.1.168,192.168.2.223,55.36,41.68,100,58.89,No,Normal operation
2024-04-28 13:00:00,Router_C,192.168.1.107,192.168.2.211,10.38,38.68,100,14.77,No,Normal operation
2024-04-28 14:00:00,Router_C,192.168.1.122,192.168.2.67,45.1,23.13,100,47.56,No,Normal operation
2024-04-28 15:00:00,Router_C,192.168.1.176,192.168.2.56,7.88,19.37,100,9.78,No,Normal operation
2024-04-28 16:00:00,Router_C,192.168.1.44,192.168.2.167,43.57,11.99,100,49.96,Yes,"High utilization, nearing bandwidth limit"
2024-04-28 17:00:00,Router_C,192.168.1.159,192.168.2.205,39.29,22.89,100,35.08,No,Normal operation
2024-04-28 18:00:00,Router_C,192.168.1.226,192.168.2.91,37.34,41.23,100,41.49,No,Normal operation
2024-04-28 19:00:00,Router_C,192.168.1.65,192.168.2.179,68.95,25.35,100,72.57,No,Normal operation
2024-04-28 20:00:00,Router_C,192.168.1.70,192.168.2.2,28.34,29.75,100,27.37,No,Normal operation
2024-04-28 21:00:00,Router_C,192.168.1.7,192.168.2.106,83.86,23.12,100,85.07,No,Normal operation
2024-04-28 22:00:00,Router_C,192.168.1.13,192.168.2.95,84.75,21.22,100,79.84,No,Normal operation
2024-04-28 23:00:00,Router_C,192.168.1.96,192.168.2.103,48.67,52.73,100,53.45,No,Normal operation
2024-04-29 00:00:00,Router_C,192.168.1.91,192.168.2.188,6.24,32.4,100,8.42,No,Normal operation
2024-04-29 01:00:00,Router_C,192.168.1.62,192.168.2.150,98.52,49.46,100,97.23,No,Normal operation
2024-04-29 02:00:00,Router_C,192.168.1.161,192.168.2.138,18.82,17.59,100,16.24,No,Normal operation
2024-04-29 03:00:00,Router_C,192.168.1.171,192.168.2.109,92.99,30.87,100,95.11,No,Normal operation
2024-04-29 04:00:00,Router_C,192.168.1.37,192.168.2.195,10.39,43.39,100,20.27,Yes,"High utilization, nearing bandwidth limit"
2024-04-29 05:00:00,Router_C,192.168.1.139,192.168.2.231,74.09,53.27,100,89.99,Yes,"Congestion detected, high utilization"
2024-04-29 06:00:00,Router_C,192.168.1.246,192.168.2.173,99.6,26.33,100,104.04,Yes,"Outage, bandwidth exceeded, packet loss"
2024-04-29 07:00:00,Router_C,192.168.1.154,192.168.2.167,57.77,10.68,100,62.44,Yes,"High utilization, nearing bandwidth limit"
2024-04-29 08:00:00,Router_C,192.168.1.93,192.168.2.166,77.28,45.26,100,104.3,Yes,"Outage, bandwidth exceeded, packet loss"
2024-04-29 09:00:00,Router_C,192.168.1.224,192.168.2.105,14.28,31.54,100,15.34,No,Normal operation
2024-04-29 10:00:00,Router_C,192.168.1.85,192.168.2.131,7.98,42.1,100,9.91,No,Normal operation
2024-04-29 11:00:00,Router_C,192.168.1.139,192.168.2.181,16.5,56.0,100,21.41,No,Normal operation
2024-04-29 12:00:00,Router_C,192.168.1.14,192.168.2.130,69.06,39.61,100,77.35,Yes,"High utilization, nearing bandwidth limit"
2024-04-29 13:00:00,Router_C,192.168.1.76,192.168.2.103,84.0,23.93,100,81.54,No,Normal operation
2024-04-29 14:00:00,Router_C,192.168.1.162,192.168.2.240,87.65,50.98,100,90.68,No,Normal operation
2024-04-29 15:00:00,Router_C,192.168.1.161,192.168.2.204,53.93,25.29,100,52.88,No,Normal operation
