Timestamp,Device Name,Source IP,Destination IP,Traffic Volume (MB/s),Latency (ms),Bandwidth Allocated (MB/s),Bandwidth Used (MB/s),Congestion Flag,Log Text,New_Flag,Date,total_avg_app_traffic,total_peak_app_traffic,total_logins,total_peak_user_usage,Event,Impact,Num_Config_Changes
2024-04-20 07:00:00,Router_A,192.168.1.108,192.168.2.6,82.87,15.76,100,87.42,No,Normal operation,1,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 07:00:00,Router_B,192.168.1.203,192.168.2.12,44.42,12.11,100,46.28,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 07:00:00,Router_C,192.168.1.94,192.168.2.209,98.03,11.32,100,100.0,Yes,"High utilization, nearing bandwidth limit",1,2024-04-20,640.71,1380.4,9,44.98,None,None,0
2024-04-20 08:00:00,Router_A,192.168.1.224,192.168.2.170,85.04,58.05,100,103.79,Yes,"Outage, bandwidth exceeded, packet loss",1,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 08:00:00,Router_B,192.168.1.38,192.168.2.163,53.21,21.23,100,60.9,Yes,"High utilization, nearing bandwidth limit",0,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 08:00:00,Router_C,192.168.1.18,192.168.2.128,20.36,56.61,100,23.66,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,0
2024-04-20 09:00:00,Router_A,192.168.1.122,192.168.2.184,9.1,58.43,100,13.31,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 09:00:00,Router_B,192.168.1.232,192.168.2.1,92.8,52.28,100,92.93,No,Normal operation,1,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 09:00:00,Router_C,192.168.1.168,192.168.2.202,43.18,30.36,100,46.78,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,0
2024-04-20 10:00:00,Router_A,192.168.1.171,192.168.2.103,76.81,30.93,100,81.09,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 10:00:00,Router_B,192.168.1.128,192.168.2.175,65.92,24.52,100,61.74,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 10:00:00,Router_C,192.168.1.209,192.168.2.238,69.26,59.0,100,103.5,Yes,"Outage, bandwidth exceeded, packet loss",1,2024-04-20,640.71,1380.4,9,44.98,None,None,0
2024-04-20 11:00:00,Router_A,192.168.1.118,192.168.2.44,46.02,32.19,100,44.3,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 11:00:00,Router_B,192.168.1.86,192.168.2.18,97.38,15.02,100,100.0,No,Normal operation,1,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 11:00:00,Router_C,192.168.1.28,192.168.2.187,51.96,56.3,100,52.59,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,0
2024-04-20 12:00:00,Router_A,192.168.1.206,192.168.2.69,39.6,30.68,100,37.44,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 12:00:00,Router_B,192.168.1.53,192.168.2.248,25.43,43.75,100,23.22,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 12:00:00,Router_C,192.168.1.192,192.168.2.186,39.46,17.31,100,44.39,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,0
2024-04-20 13:00:00,Router_A,192.168.1.31,192.168.2.72,37.05,42.01,100,47.28,Yes,"Congestion detected, high utilization",0,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 13:00:00,Router_B,192.168.1.26,192.168.2.207,75.94,35.99,100,78.59,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 13:00:00,Router_C,192.168.1.90,192.168.2.138,59.79,14.52,100,61.15,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,0
2024-04-20 14:00:00,Router_A,192.168.1.10,192.168.2.191,52.64,48.91,100,61.36,Yes,"High utilization, nearing bandwidth limit",0,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 14:00:00,Router_B,192.168.1.162,192.168.2.164,19.72,20.59,100,18.79,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 14:00:00,Router_C,192.168.1.199,192.168.2.250,80.81,10.67,100,80.77,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,0
2024-04-20 15:00:00,Router_A,192.168.1.119,192.168.2.148,22.5,27.33,100,19.39,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 15:00:00,Router_B,192.168.1.84,192.168.2.164,95.61,39.93,100,100.0,Yes,"High utilization, nearing bandwidth limit",1,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 15:00:00,Router_C,192.168.1.184,192.168.2.134,19.19,35.71,100,27.11,Yes,"High utilization, nearing bandwidth limit",0,2024-04-20,640.71,1380.4,9,44.98,None,None,0
2024-04-20 16:00:00,Router_A,192.168.1.113,192.168.2.61,11.01,51.87,100,7.53,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 16:00:00,Router_B,192.168.1.56,192.168.2.48,42.78,51.14,100,58.99,Yes,"High utilization, nearing bandwidth limit",0,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 16:00:00,Router_C,192.168.1.248,192.168.2.136,79.6,12.44,100,78.57,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,0
2024-04-20 17:00:00,Router_A,192.168.1.242,192.168.2.12,5.75,59.1,100,9.77,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 17:00:00,Router_B,192.168.1.49,192.168.2.229,46.52,15.13,100,44.69,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 17:00:00,Router_C,192.168.1.236,192.168.2.57,19.35,15.63,100,40.26,Yes,"Congestion detected, high utilization",0,2024-04-20,640.71,1380.4,9,44.98,None,None,0
2024-04-20 18:00:00,Router_A,192.168.1.72,192.168.2.96,96.45,22.25,100,97.68,No,Normal operation,1,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 18:00:00,Router_B,192.168.1.187,192.168.2.6,29.65,44.45,100,28.39,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 18:00:00,Router_C,192.168.1.177,192.168.2.37,60.26,40.87,100,61.62,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,0
2024-04-20 19:00:00,Router_A,192.168.1.223,192.168.2.36,5.36,55.09,100,9.0,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 19:00:00,Router_B,192.168.1.119,192.168.2.187,46.73,51.1,100,47.52,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 19:00:00,Router_C,192.168.1.22,192.168.2.183,55.71,58.28,100,58.02,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,0
2024-04-20 20:00:00,Router_A,192.168.1.180,192.168.2.138,31.93,48.67,100,36.9,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 20:00:00,Router_B,192.168.1.253,192.168.2.172,17.44,35.11,100,31.93,Yes,"Congestion detected, high utilization",0,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 20:00:00,Router_C,192.168.1.38,192.168.2.185,92.47,52.38,100,90.79,No,Normal operation,1,2024-04-20,640.71,1380.4,9,44.98,None,None,0
2024-04-20 21:00:00,Router_A,192.168.1.59,192.168.2.92,48.83,34.69,100,48.38,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 21:00:00,Router_B,192.168.1.166,192.168.2.236,71.97,53.85,100,70.33,No,Normal operation,1,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 21:00:00,Router_C,192.168.1.58,192.168.2.136,30.06,30.8,100,30.8,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,0
2024-04-20 22:00:00,Router_A,192.168.1.151,192.168.2.92,58.34,18.72,100,59.52,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 22:00:00,Router_B,192.168.1.56,192.168.2.20,88.16,42.81,100,101.15,Yes,"Outage, bandwidth exceeded, packet loss",1,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 22:00:00,Router_C,192.168.1.235,192.168.2.3,9.27,54.04,100,17.11,Yes,"High utilization, nearing bandwidth limit",0,2024-04-20,640.71,1380.4,9,44.98,None,None,0
2024-04-20 23:00:00,Router_A,192.168.1.88,192.168.2.229,65.74,26.3,100,63.58,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 23:00:00,Router_B,192.168.1.134,192.168.2.50,73.39,45.94,100,92.97,Yes,"Congestion detected, high utilization",1,2024-04-20,640.71,1380.4,9,44.98,None,None,1
2024-04-20 23:00:00,Router_C,192.168.1.122,192.168.2.101,31.73,47.87,100,29.44,No,Normal operation,0,2024-04-20,640.71,1380.4,9,44.98,None,None,0
2024-04-21 00:00:00,Router_A,192.168.1.248,192.168.2.9,44.05,53.8,100,45.54,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 00:00:00,Router_B,192.168.1.16,192.168.2.41,14.32,59.98,100,28.64,Yes,"Congestion detected, high utilization",0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 00:00:00,Router_C,192.168.1.36,192.168.2.94,20.85,56.77,100,21.51,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,0
2024-04-21 01:00:00,Router_A,192.168.1.243,192.168.2.33,79.26,53.67,100,74.66,No,Normal operation,1,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 01:00:00,Router_B,192.168.1.91,192.168.2.180,59.5,17.95,100,58.08,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 01:00:00,Router_C,192.168.1.200,192.168.2.193,46.05,31.86,100,41.83,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,0
2024-04-21 02:00:00,Router_A,192.168.1.127,192.168.2.99,9.2,59.66,100,6.29,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 02:00:00,Router_B,192.168.1.37,192.168.2.120,5.29,48.73,100,3.0,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 02:00:00,Router_C,192.168.1.36,192.168.2.116,16.32,43.26,100,18.88,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,0
2024-04-21 03:00:00,Router_A,192.168.1.21,192.168.2.63,41.29,25.75,100,45.25,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 03:00:00,Router_B,192.168.1.27,192.168.2.112,26.27,34.36,100,28.66,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 03:00:00,Router_C,192.168.1.201,192.168.2.111,86.47,14.37,100,82.39,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,0
2024-04-21 04:00:00,Router_A,192.168.1.86,192.168.2.128,49.81,53.23,100,61.15,Yes,"Congestion detected, high utilization",0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 04:00:00,Router_B,192.168.1.98,192.168.2.165,55.85,24.88,100,54.21,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 04:00:00,Router_C,192.168.1.142,192.168.2.42,63.03,25.65,100,67.88,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,0
2024-04-21 05:00:00,Router_A,192.168.1.43,192.168.2.20,94.97,22.92,100,91.11,No,Normal operation,1,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 05:00:00,Router_B,192.168.1.244,192.168.2.28,85.14,49.96,100,82.61,No,Normal operation,1,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 05:00:00,Router_C,192.168.1.41,192.168.2.169,72.96,41.75,100,96.97,Yes,"Congestion detected, high utilization",1,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,0
2024-04-21 06:00:00,Router_A,192.168.1.194,192.168.2.210,32.26,48.65,100,31.69,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 06:00:00,Router_B,192.168.1.26,192.168.2.254,8.74,42.89,100,8.63,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 06:00:00,Router_C,192.168.1.144,192.168.2.12,15.65,44.54,100,27.82,Yes,"Congestion detected, high utilization",0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,0
2024-04-21 07:00:00,Router_A,192.168.1.40,192.168.2.109,71.36,44.16,100,70.53,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 07:00:00,Router_B,192.168.1.203,192.168.2.57,5.12,20.53,100,24.15,Yes,"Congestion detected, high utilization",0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 07:00:00,Router_C,192.168.1.175,192.168.2.50,67.45,31.26,100,64.94,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,0
2024-04-21 08:00:00,Router_A,192.168.1.183,192.168.2.97,72.44,44.71,100,74.36,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 08:00:00,Router_B,192.168.1.151,192.168.2.17,22.28,21.78,100,27.12,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 08:00:00,Router_C,192.168.1.196,192.168.2.162,44.92,54.1,100,48.09,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,0
2024-04-21 09:00:00,Router_A,192.168.1.182,192.168.2.250,83.19,45.97,100,78.36,No,Normal operation,1,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 09:00:00,Router_B,192.168.1.109,192.168.2.151,55.02,32.58,100,103.43,Yes,"Outage, bandwidth exceeded, packet loss",1,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 09:00:00,Router_C,192.168.1.201,192.168.2.226,97.63,14.16,100,96.27,No,Normal operation,1,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,0
2024-04-21 10:00:00,Router_A,192.168.1.147,192.168.2.96,86.64,16.4,100,88.8,No,Normal operation,1,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 10:00:00,Router_B,192.168.1.48,192.168.2.206,14.59,51.56,100,18.15,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 10:00:00,Router_C,192.168.1.179,192.168.2.31,42.89,50.89,100,59.29,Yes,"Congestion detected, high utilization",0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,0
2024-04-21 11:00:00,Router_A,192.168.1.250,192.168.2.64,35.55,41.0,100,37.89,Yes,"High utilization, nearing bandwidth limit",0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 11:00:00,Router_B,192.168.1.184,192.168.2.62,54.99,51.31,100,56.25,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 11:00:00,Router_C,192.168.1.137,192.168.2.249,23.55,52.34,100,26.46,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,0
2024-04-21 12:00:00,Router_A,192.168.1.121,192.168.2.217,38.14,26.61,100,48.49,Yes,"Congestion detected, high utilization",0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 12:00:00,Router_B,192.168.1.121,192.168.2.249,30.56,30.85,100,27.5,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 12:00:00,Router_C,192.168.1.65,192.168.2.132,38.65,40.5,100,38.25,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,0
2024-04-21 13:00:00,Router_A,192.168.1.69,192.168.2.18,54.77,14.5,100,49.87,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 13:00:00,Router_B,192.168.1.199,192.168.2.244,35.43,55.69,100,45.8,Yes,"Congestion detected, high utilization",0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 13:00:00,Router_C,192.168.1.122,192.168.2.128,66.76,49.55,100,67.16,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,0
2024-04-21 14:00:00,Router_A,192.168.1.58,192.168.2.95,61.09,52.84,100,72.74,Yes,"Congestion detected, high utilization",1,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 14:00:00,Router_B,192.168.1.17,192.168.2.62,80.45,35.92,100,100.0,Yes,"Congestion detected, high utilization",1,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 14:00:00,Router_C,192.168.1.13,192.168.2.106,93.19,14.69,100,100.0,Yes,"High utilization, nearing bandwidth limit",1,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,0
2024-04-21 15:00:00,Router_A,192.168.1.245,192.168.2.179,71.96,10.68,100,68.33,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 15:00:00,Router_B,192.168.1.23,192.168.2.155,78.7,17.28,100,104.72,Yes,"Outage, bandwidth exceeded, packet loss",1,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 15:00:00,Router_C,192.168.1.195,192.168.2.231,99.92,14.65,100,100.0,No,Normal operation,1,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,0
2024-04-21 16:00:00,Router_A,192.168.1.145,192.168.2.10,95.57,19.14,100,91.14,No,Normal operation,1,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 16:00:00,Router_B,192.168.1.81,192.168.2.179,62.72,15.83,100,63.31,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 16:00:00,Router_C,192.168.1.144,192.168.2.214,59.55,20.95,100,61.05,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,0
2024-04-21 17:00:00,Router_A,192.168.1.17,192.168.2.89,82.72,23.31,100,86.51,No,Normal operation,1,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 17:00:00,Router_B,192.168.1.134,192.168.2.247,57.23,29.97,100,55.73,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 17:00:00,Router_C,192.168.1.25,192.168.2.148,52.37,30.75,100,48.12,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,0
2024-04-21 18:00:00,Router_A,192.168.1.199,192.168.2.121,76.48,52.0,100,74.87,No,Normal operation,1,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 18:00:00,Router_B,192.168.1.232,192.168.2.254,38.95,55.32,100,40.54,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 18:00:00,Router_C,192.168.1.63,192.168.2.15,90.42,54.64,100,100.0,Yes,"Congestion detected, high utilization",1,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,0
2024-04-21 19:00:00,Router_A,192.168.1.89,192.168.2.121,31.72,11.76,100,103.4,Yes,"Outage, bandwidth exceeded, packet loss",1,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 19:00:00,Router_B,192.168.1.46,192.168.2.187,86.34,19.96,100,92.11,Yes,"High utilization, nearing bandwidth limit",1,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 19:00:00,Router_C,192.168.1.205,192.168.2.194,55.59,57.26,100,66.42,Yes,"High utilization, nearing bandwidth limit",0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,0
2024-04-21 20:00:00,Router_A,192.168.1.19,192.168.2.72,60.22,23.35,100,59.74,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 20:00:00,Router_B,192.168.1.165,192.168.2.238,78.05,41.09,100,77.55,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 20:00:00,Router_C,192.168.1.199,192.168.2.107,80.26,10.02,100,77.29,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,0
2024-04-21 21:00:00,Router_A,192.168.1.112,192.168.2.117,71.13,13.54,100,67.47,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 21:00:00,Router_B,192.168.1.237,192.168.2.123,74.53,50.37,100,72.85,No,Normal operation,1,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 21:00:00,Router_C,192.168.1.209,192.168.2.160,95.8,25.01,100,95.09,No,Normal operation,1,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,0
2024-04-21 22:00:00,Router_A,192.168.1.241,192.168.2.201,87.4,53.56,100,89.06,No,Normal operation,1,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 22:00:00,Router_B,192.168.1.11,192.168.2.25,8.52,31.41,100,7.82,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 22:00:00,Router_C,192.168.1.179,192.168.2.57,12.87,20.41,100,12.01,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,0
2024-04-21 23:00:00,Router_A,192.168.1.185,192.168.2.174,13.2,42.28,100,17.4,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 23:00:00,Router_B,192.168.1.218,192.168.2.211,61.19,54.28,100,64.92,No,Normal operation,0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,1
2024-04-21 23:00:00,Router_C,192.168.1.10,192.168.2.7,33.38,27.34,100,45.17,Yes,"High utilization, nearing bandwidth limit",0,2024-04-21,406.52,1063.21,13,17.88,Network Congestion,High,0
2024-04-22 00:00:00,Router_A,192.168.1.97,192.168.2.26,87.34,43.35,100,86.87,No,Normal operation,1,2024-04-22,334.15000000000003,1409.64,3,23.54,None,None,1
2024-04-22 00:00:00,Router_B,192.168.1.59,192.168.2.108,27.44,31.08,100,30.75,Yes,"High utilization, nearing bandwidth limit",0,2024-04-22,334.15000000000003,1409.64,3,23.54,None,None,1
2024-04-22 00:00:00,Router_C,192.168.1.224,192.168.2.25,43.82,51.04,100,47.85,No,Normal operation,0,2024-04-22,334.15000000000003,1409.64,3,23.54,None,None,0
2024-04-22 01:00:00,Router_A,192.168.1.31,192.168.2.59,11.23,34.42,100,20.89,Yes,"High utilization, nearing bandwidth limit",0,2024-04-22,334.15000000000003,1409.64,3,23.54,None,None,1
2024-04-22 01:00:00,Router_B,192.168.1.123,192.168.2.183,29.94,55.69,100,26.58,No,Normal operation,0,2024-04-22,334.15000000000003,1409.64,3,23.54,None,None,1
